data,tipo_queijo,litros_leite,kg_produzido,preco_kg,turno
2026-04-24,Parmesao,1141.0,92.8,89.0,Manha
2026-04-25,Minas Frescal,609.0,99.4,32.0,Manha
2026-04-25,Ricota,567.0,35.0,28.0,Tarde
2026-04-25,Mussarela,698.0,71.8,45.0,Tarde
2026-04-25,Coalho,1332.0,211.6,38.0,Tarde
2026-04-26,Mussarela,392.0,40.6,45.0,Manha
2026-04-26,Minas Frescal,673.0,125.1,32.0,Tarde
2026-04-26,Ricota,1058.0,65.1,28.0,Tarde
2026-04-27,Parmesao,1012.0,86.5,89.0,Tarde
2026-04-27,Ricota,345.0,23.0,28.0,Manha
2026-04-27,Coalho,729.0,114.7,38.0,Manha
2026-04-28,Minas Frescal,1001.0,181.8,32.0,Manha
2026-04-28,Mussarela,426.0,44.4,45.0,Tarde
2026-04-28,Parmesao,1250.0,103.3,89.0,Manha
2026-04-28,Coalho,1373.0,203.2,38.0,Manha
2026-04-29,Minas Frescal,240.0,42.2,32.0,Tarde
2026-04-29,Coalho,559.0,78.6,38.0,Tarde
2026-04-29,Ricota,866.0,50.2,28.0,Manha
2026-04-29,Parmesao,1465.0,109.1,89.0,Manha
2026-04-30,Mussarela,994.0,111.0,45.0,Manha
2026-04-30,Coalho,222.0,32.8,38.0,Manha
2026-05-01,Coalho,1241.0,185.2,38.0,Tarde
2026-05-01,Prato,1171.0,125.7,48.0,Tarde
2026-05-02,Prato,592.0,60.3,48.0,Manha
2026-05-02,Minas Frescal,1211.0,210.1,32.0,Tarde
2026-05-02,Ricota,1116.0,68.5,28.0,Manha
2026-05-03,Ricota,836.0,46.6,28.0,Manha
2026-05-03,Mussarela,977.0,98.2,45.0,Tarde
2026-05-03,Parmesao,702.0,56.1,89.0,Manha
2026-05-04,Parmesao,1152.0,101.8,89.0,Manha
2026-05-04,Mussarela,329.0,32.3,45.0,Tarde
2026-05-05,Prato,626.0,63.0,48.0,Tarde
2026-05-05,Minas Frescal,1145.0,214.1,32.0,Tarde
2026-05-06,Coalho,705.0,102.5,38.0,Manha
2026-05-06,Minas Frescal,697.0,121.6,32.0,Manha
2026-05-06,Mussarela,1278.0,125.5,45.0,Tarde
2026-05-06,Parmesao,749.0,60.9,89.0,Manha
2026-05-07,Minas Frescal,771.0,134.4,32.0,Tarde
2026-05-07,Coalho,641.0,97.7,38.0,Manha
2026-05-07,Prato,500.0,51.2,48.0,Manha
2026-05-08,Mussarela,675.0,69.3,45.0,Manha
2026-05-08,Coalho,1111.0,150.0,38.0,Manha
2026-05-08,Minas Frescal,1371.0,249.4,32.0,Manha
2026-05-08,Parmesao,276.0,23.5,89.0,Tarde
2026-05-09,Prato,812.0,80.2,48.0,Tarde
2026-05-09,Ricota,1282.0,75.3,28.0,Tarde
2026-05-09,Minas Frescal,666.0,127.1,32.0,Manha
2026-05-10,Coalho,786.0,123.7,38.0,Tarde
2026-05-10,Minas Frescal,1035.0,205.0,32.0,Tarde
2026-05-10,Ricota,1126.0,70.1,28.0,Manha
2026-05-10,Prato,289.0,27.6,48.0,Tarde
2026-05-11,Ricota,1173.0,75.2,28.0,Manha
2026-05-11,Coalho,1017.0,139.0,38.0,Tarde
2026-05-11,Prato,1492.0,153.3,48.0,Tarde
2026-05-11,Minas Frescal,480.0,79.6,32.0,Manha
2026-05-12,Coalho,204.0,29.5,38.0,Tarde
2026-05-12,Ricota,1161.0,72.5,28.0,Manha
2026-05-12,Minas Frescal,1472.0,259.8,32.0,Manha
2026-05-12,Prato,1200.0,115.1,48.0,Manha
2026-05-13,Prato,930.0,96.4,48.0,Manha
2026-05-13,Coalho,1481.0,222.4,38.0,Manha
2026-05-13,Ricota,1208.0,73.7,28.0,Tarde
2026-05-13,Mussarela,952.0,88.3,45.0,Manha
2026-05-14,Minas Frescal,1347.0,256.9,32.0,Manha
2026-05-14,Parmesao,1366.0,112.3,89.0,Tarde
2026-05-14,Prato,1197.0,119.0,48.0,Manha
2026-05-14,Coalho,639.0,84.6,38.0,Tarde
2026-05-15,Mussarela,933.0,86.8,45.0,Manha
2026-05-15,Minas Frescal,1163.0,207.5,32.0,Tarde
2026-05-16,Coalho,516.0,83.5,38.0,Tarde
2026-05-16,Prato,1490.0,148.6,48.0,Tarde
2026-05-16,Ricota,1460.0,93.1,28.0,Manha
2026-05-16,Minas Frescal,370.0,65.6,32.0,Manha
2026-05-17,Ricota,475.0,28.0,28.0,Tarde
2026-05-17,Coalho,1027.0,152.1,38.0,Manha
2026-05-17,Mussarela,354.0,35.5,45.0,Manha
2026-05-18,Parmesao,1408.0,102.6,89.0,Manha
2026-05-18,Coalho,1021.0,147.3,38.0,Manha
2026-05-19,Minas Frescal,763.0,145.4,32.0,Tarde
2026-05-19,Coalho,710.0,112.5,38.0,Tarde
2026-05-20,Minas Frescal,879.0,166.7,32.0,Manha
2026-05-20,Coalho,903.0,129.8,38.0,Manha
2026-05-21,Minas Frescal,406.0,66.6,32.0,Tarde
2026-05-21,Coalho,1467.0,220.1,38.0,Manha
2026-05-21,Parmesao,443.0,32.8,89.0,Tarde
